央视,#genre#
春晚1996（一）,https://dh5aliwx01.v.cntv.cn/asp/h5e/hls/850/0303000a/3/default/8b6c1cd6b98341b0cb3a06b3314dbffb/850.m3u8
春晚1996（二）,https://dh5.cntv.myhwcdn.cn/asp/h5e/hls/850/0303000a/3/default/9c5ad0bd36a546cf14a3df919134d4e0/850.m3u8
春晚1996（三）,https://dh5.cntv.qcloudcdn.com/asp/h5e/hls/850/0303000a/3/default/724216738e6246fa1e35f2988678de91/850.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2010（一）,https://dh5.cntv.kcdnvip.com/asp/h5e/hls/850/0303000a/3/default/0c9b63ef27df4ddd39737dac04f05b08/850.m3u8
春晚2010（二）,https://dh5aliwx01.v.cntv.cn/asp/h5e/hls/850/0303000a/3/default/478e2d82ba6247af86286c98fa8fc774/850.m3u8
春晚2011（一）,https://dh5.cntv.qcloudcdn.com/asp/h5e/hls/850/0303000a/3/default/378c9e4312df4eb15ff99ea3767795a2/850.m3u8
春晚2011（二）,https://dh5.cntv.myhwcdn.cn/asp/h5e/hls/850/0303000a/3/default/c193609429734d90582624a6a8ca8b41/850.m3u8
春晚2011（三）,https://dh5aliwx01.v.cntv.cn/asp/h5e/hls/850/0303000a/3/default/8a63896853c74e92996b4e8729b2ee09/850.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4

钢琴学习,#genre#
钢琴第一课,https://boot-video.xuexi.cn/video/1006/p/7a33da4b24d295aed3009472eca5829a-b372bb00929444e1ab24ddb76acabadb-2.mp4
钢琴第二课,https://boot-video.xuexi.cn/video/1006/p/8e9b8828ed6c11677ea9faf3b0747915-d8b679693a0641968f36ca103250ec63-2.mp4
钢琴第三课,https://boot-video.xuexi.cn/video/1006/p/d6c8f0969151315685d29d3cdc65eff2-83e4a9f4d8c24807b6a6afc3b9b50121-2.mp4
钢琴第四课,https://boot-video.xuexi.cn/video/1006/p/d540b84cb4b27bae12fbde7007cacb5d-f33663801eeb474f9911b746a6bc4f40-2.mp4

